window_id,method,segment,users,user_share,future_direct_active_rate,future_redeem_active_rate,future_direct_active_rate_lift,future_redeem_active_rate_lift,current_balance_share,future_direct_purchase_amt_share,future_direct_purchase_amt_mean_per_user,future_direct_purchase_amt_median_per_user,future_total_redeem_amt_share,future_total_redeem_amt_mean_per_user,future_total_redeem_amt_median_per_user,future_transfer_amt_share,future_transfer_amt_mean_per_user,future_transfer_amt_median_per_user,future_consume_amt_share,future_consume_amt_mean_per_user,future_consume_amt_median_per_user
rolling_2014_03,manual,balanced_or_other_active,782,0.04510844485463775,0.7365728900255755,0.8209718670076727,2.3957275087210834,2.46576027138687,0.05572110269411895,0.09344000828600231,1058277.3222506393,179766.5,0.09112681607516142,1058889.9424552429,227986.0,0.06481093206458638,655815.0626598465,29140.5,0.268526090733445,403074.8797953964,60628.0
rolling_2014_03,manual,consumption_oriented,2178,0.12563451776649745,0.4256198347107438,0.55188246097337,1.384342486781511,1.6575596575596574,0.17759761351249564,0.12622947071276625,513305.9049586777,0.0,0.12286412177224745,512599.9802571166,3414.0,0.11081073004098495,402590.7699724518,0.0,0.2041178219876329,110009.21028466483,0.0
rolling_2014_03,manual,dormant_zero_balance,387,0.02232348869404707,0.18863049095607234,0.13953488372093023,0.6135268651434278,0.4190881400183725,0.0,0.0058433301753319815,133728.14987080105,0.0,0.0032763277346944016,76928.58656330749,0.0,0.003233948712998874,66124.44444444444,0.0,0.003562011001366847,10804.142118863048,0.0
rolling_2014_03,manual,frequent_large_roundtrip,206,0.011882787263497924,0.8640776699029126,0.9320388349514563,2.8104409916391915,2.7993460226469935,0.0854051805367788,0.15882192915233384,6828363.325242719,2184558.5,0.17109909422787775,7547304.461165048,3287240.0,0.18013463219143908,6919422.825242719,2640473.0,0.11018919356715758,627881.6359223301,102686.5
rolling_2014_03,manual,frequent_small_consumer,395,0.022784956160590678,0.6835443037974683,0.8708860759493671,2.223250290925499,2.6156758511188887,0.02407371638173626,0.02076879649961503,465680.0253164557,46609.0,0.01877823587112428,431985.40506329114,67349.0,0.014079519600764014,282052.92911392404,0.0,0.050452978693825014,149932.4759493671,39258.0
rolling_2014_03,manual,funded_never_withdrawn,1078,0.06218274111675127,0.37569573283859,0.39239332096474955,1.2219627062832636,1.1785396071110357,0.10739116151285841,0.05624428736849471,462096.87569573283,0.0,0.06316088683707609,532403.422077922,0.0,0.06868851229013541,504202.7643784787,0.0,0.025898344352797885,28200.657699443414,0.0
rolling_2014_03,manual,history_insufficient,4404,0.25403784033225657,0.1991371480472298,0.18710263396911897,0.6477001122977064,0.5619562131823711,0.10797983586604844,0.17074070170982067,343370.6148955495,0.0,0.10224602982445413,210965.05495004542,0.0,0.10855915604514636,195055.86852861036,0.0,0.059688310238559056,15909.186421435059,0.0
rolling_2014_03,manual,inflow_dominant,328,0.018920166128287955,0.6951219512195121,0.8048780487804879,2.260906969294833,2.417423051569393,0.10874242487766107,0.05196904428435673,1403279.7591463414,297223.5,0.06197170992263321,1716844.713414634,204167.5,0.058495025107396854,1411188.280487805,64206.5,0.08540855757671743,305656.43292682926,29969.0
rolling_2014_03,manual,low_turnover_holder,590,0.03403322565759114,0.211864406779661,0.2,0.6890959391992876,0.6006930006930007,0.008127423801855552,0.019418037037948456,291492.03220338986,0.0,0.012470887318698422,192068.75593220338,0.0,0.013041789986128871,174914.19830508475,0.0,0.008622347818298494,17154.557627118644,0.0
rolling_2014_03,manual,observed_never_used,4473,0.2580179972311952,0.08316566063044936,0.04963112005365526,0.27049904178038836,0.1490653321639237,0.0,0.03031441615665589,60023.82740889783,0.0,0.007797148944654633,15839.749608763694,0.0,0.007568561513302257,13389.190476190477,0.0,0.009338090700653254,2450.559132573217,0.0
rolling_2014_03,manual,outflow_dominant,46,0.00265343793262575,0.5217391304347826,0.5869565217391305,1.6969736520107674,1.7629033715990239,0.0011473328815903387,0.0019954754464868076,384204.04347826086,414.0,0.0012744083785388076,251745.76086956522,29225.0,0.0010817106630164964,186077.19565217392,0.0,0.0025734122405496477,65668.56521739131,1625.0
rolling_2014_03,manual,passive_balance_only,5,0.0002884171665897554,0.0,0.2,0.0,0.6006930006930007,5.5934668298961555e-06,0.0,0.0,0.0,8.748946257791587e-08,159.0,0.0,1.0046788401612592e-07,159.0,0.0,0.0,0.0,0.0
rolling_2014_03,manual,transfer_oriented,2464,0.14213197969543148,0.5174512987012987,0.5921266233766234,1.6830273385151433,1.7784315909315909,0.3238086144680266,0.26421450317018735,949706.3112824676,1342.0,0.3439342456033768,1268370.3965097403,29958.5,0.36949538131621645,1186610.4910714286,0.0,0.1716228410889969,81759.90543831169,0.0
rolling_2014_03,automatic,k4_c0,3989,0.23009921550530688,0.5487590874905991,0.6653296565555277,1.7848569494816182,1.9982943392319175,0.507531295213237,0.440803921016454,978711.7159689146,7249.0,0.49753537600350567,1133368.9466031587,34544.0,0.5057151001645444,1003186.6826272248,0.0,0.44239464303439957,130182.26397593382,390.0
rolling_2014_03,automatic,k4_c1,1623,0.09362021227503461,0.16882316697473815,0.18422674060382008,0.5491028935598612,0.5533185681059988,0.009589064905383048,0.023331387953429792,127319.64818237831,0.0,0.01326531728047166,74269.50030807147,0.0,0.013343189720561645,65055.049907578556,0.0,0.012740367619564099,9214.450400492915,0.0
rolling_2014_03,automatic,k4_c2,1349,0.07781495154591601,0.45218680504077097,0.4922164566345441,1.4707524300538095,1.4783549016314026,0.17881434948271788,0.09541752563607432,626454.5604151223,0.0,0.11799878554699464,794834.9725722758,0.0,0.12597439276493091,738941.7368421053,0.0,0.06423403514557538,55893.2357301705,0.0
rolling_2014_03,automatic,k4_c3,1106,0.0637978772496539,0.8453887884267631,0.9529837251356239,2.749654791025584,2.8622532673165586,0.19607986106578376,0.23354871735223337,1870233.0786618446,448903.5,0.2578809271757623,2118729.3164556962,453125.5,0.23560555061063163,1685661.0967450272,120035.5,0.4080425422598818,433068.2197106691,130044.5
rolling_2014_03,automatic,not_cluster_eligible,9269,0.5346677434240886,0.14262595749271767,0.11878304024166576,0.46389560958607007,0.3567607043710183,0.10798542933287834,0.20689844804180854,197695.92857913475,0.0,0.11331959399326574,111092.18470169381,0.0,0.1193617667393315,101899.54137447405,0.0,0.07258841194057916,9192.643327219765,0.0
