user_id,observed_days,purchase_days,redeem_days,purchase_total,redeem_total,purchase_daily_max,redeem_daily_max,balance_max,purchase_total_pct_rank,redeem_total_pct_rank,purchase_daily_max_pct_rank,redeem_daily_max_pct_rank,balance_max_pct_rank,extreme_dimensions
27719,305,304,53,811225952,710187572,51084982,44757352,101038380,1.0,1.0,0.9988231518134161,0.9980742484219536,0.9996790414036589,"purchase_total,redeem_total,balance_max"
14472,405,391,119,576150388,575846855,9628837,20176361,60732899,0.9999643379337398,0.9999643379337398,0.9837380977853857,0.9939731108020399,0.9972540208979709,"purchase_total,redeem_total"
22585,251,250,45,551793745,534538181,91562954,69546593,103078214,0.9999286758674798,0.9999286758674798,0.9997147034699191,0.9993580828073179,0.9999643379337398,"purchase_total,redeem_total,purchase_daily_max,redeem_daily_max,balance_max"
18945,199,196,52,396477081,296722962,96616618,100400916,100798615,0.9998930138012196,0.9998216896686994,0.9997860276024393,0.9998573517349595,0.9996433793373988,"purchase_total,redeem_total,purchase_daily_max,redeem_daily_max,balance_max"
8545,386,384,24,386749087,346237333,19885347,15327152,100121052,0.9998573517349595,0.9998930138012196,0.9939017866695197,0.9903355800435077,0.9994650690060982,"purchase_total,redeem_total,balance_max"
16176,329,316,98,360790539,261630295,90975340,91505368,99498098,0.9998216896686994,0.9997503655361791,0.9996790414036589,0.9997503655361791,0.9991797724760173,"purchase_total,redeem_total,purchase_daily_max,redeem_daily_max,balance_max"
25814,301,299,99,327450428,228878397,39861745,46096828,98606276,0.9997860276024393,0.9996077172711387,0.9977889518918727,0.9981455725544738,0.9988944759459363,"purchase_total,redeem_total"
14592,230,227,7,308469768,308469768,201768328,102310600,99457728,0.9997503655361791,0.9998573517349595,1.0,1.0,0.9991441104097571,"purchase_total,redeem_total,purchase_daily_max,redeem_daily_max,balance_max"
18499,327,322,47,302360315,262806311,86816516,85147606,99919059,0.9997147034699191,0.9997860276024393,0.9996077172711387,0.9996790414036589,0.9993224207410577,"purchase_total,redeem_total,purchase_daily_max,redeem_daily_max,balance_max"
14390,397,396,34,255205442,239254594,70113383,69379003,84722056,0.9996790414036589,0.9997147034699191,0.9993224207410577,0.9993224207410577,0.9984308690845548,"purchase_total,redeem_total,purchase_daily_max,redeem_daily_max"
